id,genus,family,order
76276,Epilobium,Onagraceae,Myrtales
76277,Ardisia,Primulaceae,Ericales
76278,Comastoma,Gentianaceae,Gentianales
76279,Pterostylis,Orchidaceae,Asparagales
76280,Asparagus,Asparagaceae,Asparagales
76281,Boswellia,Burseraceae,Sapindales
76282,Desmodium,Fabaceae,Fabales
76283,Rhinacanthus,Acanthaceae,Lamiales
76284,Erisma,Vochysiaceae,Myrtales
76285,Dysolobium,Fabaceae,Fabales
76286,Eleusine,Poaceae,Poales
76287,Asplenium,Aspleniaceae,Polypodiales
76288,Drosera,Droseraceae,Caryophyllales
76289,Meliosma,Sabiaceae,Proteales
76290,Tillandsia,Bromeliaceae,Poales
76291,Dendrobium,Orchidaceae,Asparagales
76292,Senecio,Asteraceae,Asterales
76293,Diplacus,Phrymaceae,Lamiales
76294,Deverra,Apiaceae,Apiales
76295,Serruria,Proteaceae,Proteales
76296,Corydalis,Papaveraceae,Ranunculales
76297,Rhododendron,Ericaceae,Ericales
76298,Sorocephalus,Proteaceae,Proteales
76299,Cattleya,Orchidaceae,Asparagales
76300,Torenia,Linderniaceae,Lamiales
76301,Asplundia,Cyclanthaceae,Pandanales
76302,Trifolium,Fabaceae,Fabales
76303,Clara,Asparagaceae,Asparagales
76304,Bulbophyllum,Orchidaceae,Asparagales
76305,Magnolia,Magnoliaceae,Magnoliales
76306,Geophila,Rubiaceae,Gentianales
76307,Cleomella,Cleomaceae,Brassicales
76308,Zanthoxylum,Rutaceae,Sapindales
76309,Eucalyptus,Myrtaceae,Myrtales
76310,Thyrsacanthus,Acanthaceae,Lamiales
76311,Euterpe,Arecaceae,Arecales
76312,Vanilla,Orchidaceae,Asparagales
76313,Bursera,Burseraceae,Sapindales
76314,Aquilegia,Ranunculaceae,Ranunculales
76315,Passiflora,Passifloraceae,Malpighiales
76316,Erica,Ericaceae,Ericales
76317,Renealmia,Zingiberaceae,Zingiberales
76318,Euphorbia,Euphorbiaceae,Malpighiales
76319,Prunus,Rosaceae,Rosales
76320,Elaeocarpus,Elaeocarpaceae,Oxalidales
76321,Oenothera,Onagraceae,Myrtales
76322,Solanum,Solanaceae,Solanales
76323,Stemona,Stemonaceae,Pandanales
76324,Elatostema,Urticaceae,Rosales
76325,Dalbergia,Fabaceae,Fabales
76326,Xyris,Xyridaceae,Poales
76327,Melodinus,Apocynaceae,Gentianales
76328,Elatostema,Urticaceae,Rosales
76329,Betula,Betulaceae,Fagales
76330,Notopleura,Rubiaceae,Gentianales
76331,Croton,Euphorbiaceae,Malpighiales
76332,Acacia,Fabaceae,Fabales
76333,Pseudostellaria,Caryophyllaceae,Caryophyllales
76334,Ilex,Aquifoliaceae,Aquifoliales
76335,Pavonia,Malvaceae,Malvales
76336,Disperis,Orchidaceae,Asparagales
76337,Solanum,Solanaceae,Solanales
76338,Sonchus,Asteraceae,Asterales
76339,Senecio,Asteraceae,Asterales
76340,Pycnanthemum,Lamiaceae,Lamiales
76341,Alyxia,Apocynaceae,Gentianales
76342,Panicum,Poaceae,Poales
76343,Lithocarpus,Fagaceae,Fagales
76344,Tanacetum,Asteraceae,Asterales
76345,Hyptis,Lamiaceae,Lamiales
76346,Liparis,Orchidaceae,Asparagales
76347,Acacia,Fabaceae,Fabales
76348,Glycine,Fabaceae,Fabales
76349,Orchis,Orchidaceae,Asparagales
76350,Withania,Solanaceae,Solanales
76351,Psittacanthus,Loranthaceae,Santalales
76352,Tillandsia,Bromeliaceae,Poales
76353,Delphinium,Ranunculaceae,Ranunculales
76354,Medicago,Fabaceae,Fabales
76355,Sisyrinchium,Iridaceae,Asparagales
76356,Baphia,Fabaceae,Fabales
76357,Dasylirion,Asparagaceae,Asparagales
76358,Aeschynomene,Fabaceae,Fabales
76359,Acis,Amaryllidaceae,Asparagales
76360,Barringtonia,Lecythidaceae,Ericales
76361,Cleomella,Cleomaceae,Brassicales
76362,Kleinia,Asteraceae,Asterales
76363,Calceolaria,Calceolariaceae,Lamiales
76364,Oleandra,Oleandraceae,Polypodiales
76365,Heterocentron,Melastomataceae,Myrtales
76366,Clerodendrum,Lamiaceae,Lamiales
76367,Billardiera,Pittosporaceae,Apiales
76368,Chamaecrista,Fabaceae,Fabales
76369,Dypsis,Arecaceae,Arecales
76370,Dracula,Orchidaceae,Asparagales
76371,Virola,Myristicaceae,Magnoliales
76372,Utricularia,Lentibulariaceae,Lamiales
76373,Symphyotrichum,Asteraceae,Asterales
76374,Matelea,Apocynaceae,Gentianales
76375,Weissia,Pottiaceae,Pottiales
76376,Tofieldia,Tofieldiaceae,Alismatales
76377,Elymus,Poaceae,Poales
76378,Peperomia,Piperaceae,Piperales
76379,Pallenis,Asteraceae,Asterales
76380,Brandisia,Orobanchaceae,Lamiales
76381,Ormosia,Fabaceae,Fabales
76382,Eucalyptus,Myrtaceae,Myrtales
76383,Capparis,Capparaceae,Brassicales
76384,Medicago,Fabaceae,Fabales
76385,Lippia,Verbenaceae,Lamiales
76386,Zornia,Fabaceae,Fabales
76387,Dendrocnide,Urticaceae,Rosales
76388,Litsea,Lauraceae,Laurales
76389,Myrcia,Myrtaceae,Myrtales
76390,Pachystoma,Orchidaceae,Asparagales
76391,Erica,Ericaceae,Ericales
76392,Anthurium,Araceae,Alismatales
76393,Primula,Primulaceae,Ericales
76394,Bromus,Poaceae,Poales
76395,Euryops,Asteraceae,Asterales
76396,Alnus,Betulaceae,Fagales
76397,Belonophora,Rubiaceae,Gentianales
76398,Bergia,Elatinaceae,Malpighiales
76399,Eragrostis,Poaceae,Poales
76400,Lithocarpus,Fagaceae,Fagales
76401,Fusaea,Annonaceae,Magnoliales
76402,Euryops,Asteraceae,Asterales
76403,Platycarpum,Rubiaceae,Gentianales
76404,Wahlenbergia,Campanulaceae,Asterales
76405,Rubia,Rubiaceae,Gentianales
76406,Oxalis,Oxalidaceae,Oxalidales
76407,Amphilophium,Bignoniaceae,Lamiales
76408,Turnera,Passifloraceae,Malpighiales
76409,Dicliptera,Acanthaceae,Lamiales
76410,Oncella,Loranthaceae,Santalales
76411,Picramnia,Picramniaceae,Picramniales
76412,Salix,Salicaceae,Malpighiales
76413,Cuscuta,Convolvulaceae,Solanales
76414,Lomatium,Apiaceae,Apiales
76415,Melica,Poaceae,Poales
76416,Melhania,Malvaceae,Malvales
76417,Gastrochilus,Orchidaceae,Asparagales
76418,Diospyros,Ebenaceae,Ericales
76419,Neonauclea,Rubiaceae,Gentianales
76420,Populus,Salicaceae,Malpighiales
76421,Chrysophyllum,Sapotaceae,Ericales
76422,Mollia,Malvaceae,Malvales
76423,Rhododendron,Ericaceae,Ericales
76424,Carex,Cyperaceae,Poales
76425,Indigastrum,Fabaceae,Fabales
76426,Radermachera,Bignoniaceae,Lamiales
76427,Darwinia,Myrtaceae,Myrtales
76428,Litsea,Lauraceae,Laurales
76429,Saxifraga,Saxifragaceae,Saxifragales
76430,Verbena,Verbenaceae,Lamiales
76431,Caladium,Araceae,Alismatales
76432,Leucas,Lamiaceae,Lamiales
76433,Caylusea,Resedaceae,Brassicales
76434,Cavendishia,Ericaceae,Ericales
76435,Carex,Cyperaceae,Poales
76436,Lepidium,Brassicaceae,Brassicales
76437,Aristida,Poaceae,Poales
76438,Spyridium,Rhamnaceae,Rosales
76439,Aloe,Asphodelaceae,Asparagales
76440,Peperomia,Piperaceae,Piperales
76441,Corybas,Orchidaceae,Asparagales
76442,Anemopaegma,Bignoniaceae,Lamiales
76443,Cryptocarya,Lauraceae,Laurales
76444,Onosma,Boraginaceae,Boraginales
76445,Quercus,Fagaceae,Fagales
76446,Trillium,Melanthiaceae,Liliales
76447,Cyperus,Cyperaceae,Poales
76448,Peperomia,Piperaceae,Piperales
76449,Echinopsis,Cactaceae,Caryophyllales
76450,nan,nan,nan
76451,Hopea,Dipterocarpaceae,Malvales
76452,Coprosma,Rubiaceae,Gentianales
76453,Pouteria,Sapotaceae,Ericales
76454,Begonia,Begoniaceae,Cucurbitales
76455,Annona,Annonaceae,Magnoliales
76456,Calatola,Metteniusaceae,Metteniusales
76457,Mimosa,Fabaceae,Fabales
76458,Daviesia,Fabaceae,Fabales
76459,Saxifraga,Saxifragaceae,Saxifragales
76460,Gnetum,Gnetaceae,Gnetales
76461,Potamogeton,Potamogetonaceae,Alismatales
76462,Elegia,Restionaceae,Poales
76463,Agelanthus,Loranthaceae,Santalales
76464,Magnolia,Magnoliaceae,Magnoliales
76465,Hypolepis,Dennstaedtiaceae,Polypodiales
76466,Gymnosporia,Celastraceae,Celastrales
76467,Myrcia,Myrtaceae,Myrtales
76468,Gentiana,Gentianaceae,Gentianales
76469,Stylidium,Stylidiaceae,Asterales
76470,Bulbine,Asphodelaceae,Asparagales
76471,Astragalus,Fabaceae,Fabales
76472,Penstemon,Plantaginaceae,Lamiales
76473,Rhododendron,Ericaceae,Ericales
76474,Diascia,Scrophulariaceae,Lamiales
76475,Mascagnia,Malpighiaceae,Malpighiales
76476,Leucospermum,Proteaceae,Proteales
76477,Dypsis,Arecaceae,Arecales
76478,Conospermum,Proteaceae,Proteales
76479,Lepisorus,Polypodiaceae,Polypodiales
76480,Aeschynanthus,Gesneriaceae,Lamiales
76481,Phyllanthus,Phyllanthaceae,Malpighiales
76482,Cyperus,Cyperaceae,Poales
76483,Draba,Brassicaceae,Brassicales
76484,Nepeta,Lamiaceae,Lamiales
76485,Gilia,Polemoniaceae,Ericales
76486,Marina,Fabaceae,Fabales
76487,Erythrococca,Euphorbiaceae,Malpighiales
76488,Hirtella,Chrysobalanaceae,Malpighiales
76489,Pilosocereus,Cactaceae,Caryophyllales
76490,Wissadula,Malvaceae,Malvales
76491,Geum,Rosaceae,Rosales
76492,Oonopsis,Asteraceae,Asterales
76493,Hereroa,Aizoaceae,Caryophyllales
76494,Polystachya,Orchidaceae,Asparagales
76495,Brunellia,Brunelliaceae,Oxalidales
76496,Metteniusa,Metteniusaceae,Metteniusales
76497,Satyrium,Orchidaceae,Asparagales
76498,Pfaffia,Amaranthaceae,Caryophyllales
76499,Neoregelia,Bromeliaceae,Poales
76500,Lobostemon,Boraginaceae,Boraginales
76501,Eucalyptus,Myrtaceae,Myrtales
76502,Allium,Amaryllidaceae,Asparagales
76503,Osteospermum,Asteraceae,Asterales
76504,Parathesis,Primulaceae,Ericales
76505,Aristida,Poaceae,Poales
76506,Isoetes,Isoetaceae,Isoetales
76507,Combretum,Combretaceae,Myrtales
76508,Acer,Sapindaceae,Sapindales
76509,Bambusa,Poaceae,Poales
76510,Anthurium,Araceae,Alismatales
76511,Paphinia,Orchidaceae,Asparagales
76512,Carpobrotus,Aizoaceae,Caryophyllales
76513,Leionema,Rutaceae,Sapindales
76514,Chamaecrista,Fabaceae,Fabales
76515,Diuris,Orchidaceae,Asparagales
76516,Pluchea,Asteraceae,Asterales
76517,Jacksonia,Fabaceae,Fabales
76518,Dysphania,Amaranthaceae,Caryophyllales
76519,Eurybia,Asteraceae,Asterales
76520,Mammillaria,Cactaceae,Caryophyllales
76521,Sobralia,Orchidaceae,Asparagales
76522,Commelina,Commelinaceae,Commelinales
76523,Duhaldea,Asteraceae,Asterales
76524,Acanthosyris,Santalaceae,Santalales
76525,Aristida,Poaceae,Poales
76526,Geissorhiza,Iridaceae,Asparagales
76527,Liparis,Orchidaceae,Asparagales
76528,Begonia,Begoniaceae,Cucurbitales
76529,Mucuna,Fabaceae,Fabales
76530,Echinops,Asteraceae,Asterales
76531,Salix,Salicaceae,Malpighiales
76532,nan,nan,nan
76533,Crassula,Crassulaceae,Saxifragales
76534,Chiococca,Rubiaceae,Gentianales
76535,Moringa,Moringaceae,Brassicales
76536,Elaphoglossum,Dryopteridaceae,Polypodiales
76537,Dillwynia,Fabaceae,Fabales
76538,Smilax,Smilacaceae,Liliales
76539,Acacia,Fabaceae,Fabales
76540,Gossypium,Malvaceae,Malvales
76541,Pinus,Pinaceae,Pinales
76542,Anthurium,Araceae,Alismatales
76543,Eltroplectris,Orchidaceae,Asparagales
76544,Lycianthes,Solanaceae,Solanales
76545,Stipagrostis,Poaceae,Poales
76546,Melica,Poaceae,Poales
76547,Vitis,Vitaceae,Vitales
76548,Lasiacis,Poaceae,Poales
76549,Peixotoa,Malpighiaceae,Malpighiales
76550,Stevia,Asteraceae,Asterales
76551,Cotoneaster,Rosaceae,Rosales
76552,Uvularia,Colchicaceae,Liliales
76553,Solanum,Solanaceae,Solanales
76554,Helichrysum,Asteraceae,Asterales
76555,Eulophia,Orchidaceae,Asparagales
76556,Downingia,Campanulaceae,Asterales
76557,Pilea,Urticaceae,Rosales
76558,Cola,Malvaceae,Malvales
76559,Trichodiadema,Aizoaceae,Caryophyllales
76560,Kalidium,Amaranthaceae,Caryophyllales
76561,Ficus,Moraceae,Rosales
76562,Opuntia,Cactaceae,Caryophyllales
76563,Ligularia,Asteraceae,Asterales
76564,Licania,Chrysobalanaceae,Malpighiales
76565,Eugenia,Myrtaceae,Myrtales
76566,Azima,Salvadoraceae,Brassicales
76567,Pyrola,Ericaceae,Ericales
76568,Coussapoa,Urticaceae,Rosales
76569,Leucadendron,Proteaceae,Proteales
76570,Scutellaria,Lamiaceae,Lamiales
76571,Pseudofumaria,Papaveraceae,Ranunculales
76572,Cyphia,Campanulaceae,Asterales
76573,Pseudolmedia,Moraceae,Rosales
76574,Amorphophallus,Araceae,Alismatales
76575,Maianthemum,Asparagaceae,Asparagales
76576,Heisteria,Olacaceae,Santalales
76577,Hydrophilus,Restionaceae,Poales
76578,Dietes,Iridaceae,Asparagales
76579,Swertia,Gentianaceae,Gentianales
76580,Pavonia,Malvaceae,Malvales
76581,Erythranthe,Phrymaceae,Lamiales
76582,Gymnosiphon,Burmanniaceae,Dioscoreales
76583,Phragmotheca,Malvaceae,Malvales
76584,Lotus,Fabaceae,Fabales
76585,Phlomoides,Lamiaceae,Lamiales
76586,Apodasmia,Restionaceae,Poales
76587,Lecosia,Amaranthaceae,Caryophyllales
76588,Neoschumannia,Apocynaceae,Gentianales
76589,Coryanthes,Orchidaceae,Asparagales
76590,Vernonia,Asteraceae,Asterales
76591,Corydalis,Papaveraceae,Ranunculales
76592,Cassinia,Asteraceae,Asterales
76593,Drakaea,Orchidaceae,Asparagales
76594,Erica,Ericaceae,Ericales
76595,Prostanthera,Lamiaceae,Lamiales
76596,Dactyladenia,Chrysobalanaceae,Malpighiales
76597,Eschweilera,Lecythidaceae,Ericales
76598,Melanthera,Asteraceae,Asterales
76599,Syagrus,Arecaceae,Arecales
76600,Eupatorium,Asteraceae,Asterales
76601,Babiana,Iridaceae,Asparagales
76602,Prunus,Rosaceae,Rosales
76603,Olea,Oleaceae,Lamiales
76604,Rhynchospora,Cyperaceae,Poales
76605,Asplenium,Aspleniaceae,Polypodiales
76606,Eutaxia,Fabaceae,Fabales
76607,Phaius,Orchidaceae,Asparagales
76608,Thomasia,Malvaceae,Malvales
76609,Thismia,Burmanniaceae,Dioscoreales
76610,Melanopsidium,Rubiaceae,Gentianales
76611,Senegalia,Fabaceae,Fabales
76612,Sabal,Arecaceae,Arecales
76613,Phacelia,Boraginaceae,Boraginales
76614,Fumaria,Papaveraceae,Ranunculales
76615,Chaenactis,Asteraceae,Asterales
76616,Stipa,Poaceae,Poales
76617,Myosotis,Boraginaceae,Boraginales
76618,Arctostaphylos,Ericaceae,Ericales
76619,Leea,Vitaceae,Vitales
76620,Agriophyllum,Amaranthaceae,Caryophyllales
76621,Euphorbia,Euphorbiaceae,Malpighiales
76622,Thalia,Marantaceae,Zingiberales
76623,Cissampelos,Menispermaceae,Ranunculales
76624,Grevillea,Proteaceae,Proteales
76625,Claopodium,Brachytheciaceae,Hypnales
76626,Pearsonia,Fabaceae,Fabales
76627,Vitis,Vitaceae,Vitales
76628,Iryanthera,Myristicaceae,Magnoliales
76629,Gnaphalium,Asteraceae,Asterales
76630,Acacia,Fabaceae,Fabales
76631,Berberis,Berberidaceae,Ranunculales
76632,Solanum,Solanaceae,Solanales
76633,Navia,Bromeliaceae,Poales
76634,Micrandra,Euphorbiaceae,Malpighiales
76635,Wahlenbergia,Campanulaceae,Asterales
76636,Ticorea,Rutaceae,Sapindales
76637,Triaspis,Malpighiaceae,Malpighiales
76638,Diospyros,Ebenaceae,Ericales
76639,Santalum,Santalaceae,Santalales
76640,Chomelia,Rubiaceae,Gentianales
76641,Senecio,Asteraceae,Asterales
76642,nan,nan,nan
76643,Cyclospermum,Apiaceae,Apiales
76644,Hillia,Rubiaceae,Gentianales
76645,Guzmania,Bromeliaceae,Poales
76646,Mormodes,Orchidaceae,Asparagales
76647,Salvia,Lamiaceae,Lamiales
76648,Drosera,Droseraceae,Caryophyllales
76649,Leptobalanus,Chrysobalanaceae,Malpighiales
76650,Persoonia,Proteaceae,Proteales
76651,Eriocaulon,Eriocaulaceae,Poales
76652,Banksia,Proteaceae,Proteales
76653,Scrophularia,Scrophulariaceae,Lamiales
76654,Ficus,Moraceae,Rosales
76655,Guibourtia,Fabaceae,Fabales
76656,Linum,Linaceae,Malpighiales
76657,Triosteum,Caprifoliaceae,Dipsacales
76658,Crotalaria,Fabaceae,Fabales
76659,Chamaecrista,Fabaceae,Fabales
76660,Silene,Caryophyllaceae,Caryophyllales
76661,Crassula,Crassulaceae,Saxifragales
76662,Liparis,Orchidaceae,Asparagales
76663,Proiphys,Amaryllidaceae,Asparagales
76664,Cornus,Cornaceae,Cornales
76665,Lachnaea,Thymelaeaceae,Malvales
76666,Pouteria,Sapotaceae,Ericales
76667,Corydalis,Papaveraceae,Ranunculales
76668,Xerophyta,Velloziaceae,Pandanales
76669,Dracocephalum,Lamiaceae,Lamiales
76670,Buchnera,Orobanchaceae,Lamiales
76671,Crotalaria,Fabaceae,Fabales
76672,Jamesbrittenia,Scrophulariaceae,Lamiales
76673,Rorippa,Brassicaceae,Brassicales
76674,Androsace,Primulaceae,Ericales
76675,Toona,Meliaceae,Sapindales
76676,Chlorophytum,Asparagaceae,Asparagales
76677,Eriophyllum,Asteraceae,Asterales
76678,Didymostigma,Gesneriaceae,Lamiales
76679,Chamaecrista,Fabaceae,Fabales
76680,Tragia,Euphorbiaceae,Malpighiales
76681,Halopegia,Marantaceae,Zingiberales
76682,Taxillus,Loranthaceae,Santalales
76683,Petrosimonia,Amaranthaceae,Caryophyllales
76684,Costus,Costaceae,Zingiberales
76685,Siparuna,Siparunaceae,Laurales
76686,Kleinia,Asteraceae,Asterales
76687,Xyris,Xyridaceae,Poales
76688,Toxicoscordion,Melanthiaceae,Liliales
76689,Siphocampylus,Campanulaceae,Asterales
76690,Elaphoglossum,Dryopteridaceae,Polypodiales
76691,Rinzia,Myrtaceae,Myrtales
76692,Merremia,Convolvulaceae,Solanales
76693,Aechmea,Bromeliaceae,Poales
76694,Calamus,Arecaceae,Arecales
76695,Vanilla,Orchidaceae,Asparagales
76696,Solanum,Solanaceae,Solanales
76697,Poa,Poaceae,Poales
76698,Selaginella,Selaginellaceae,Selaginellales
76699,Monstera,Araceae,Alismatales
76700,Gompholobium,Fabaceae,Fabales
76701,Nasa,Loasaceae,Cornales
76702,Cycnoches,Orchidaceae,Asparagales
76703,Hylaeanthe,Marantaceae,Zingiberales
76704,Artemisia,Asteraceae,Asterales
76705,Kadsura,Schisandraceae,Austrobaileyales
76706,Calceolaria,Calceolariaceae,Lamiales
76707,Dyschoriste,Acanthaceae,Lamiales
76708,Calliergon,Calliergonaceae,Hypnales
76709,Xanthostemon,Myrtaceae,Myrtales
76710,Eucalyptus,Myrtaceae,Myrtales
76711,Astragalus,Fabaceae,Fabales
76712,Anthephora,Poaceae,Poales
76713,Garcinia,Clusiaceae,Malpighiales
76714,Solanum,Solanaceae,Solanales
76715,Brothera,Leucobryaceae,Dicranales
76716,Mimosa,Fabaceae,Fabales
76717,Cyathea,Cyatheaceae,Cyatheales
76718,Carex,Cyperaceae,Poales
76719,Theligonum,Rubiaceae,Gentianales
76720,Aechmea,Bromeliaceae,Poales
76721,Baccharis,Asteraceae,Asterales
76722,Rosa,Rosaceae,Rosales
76723,Hemimeris,Scrophulariaceae,Lamiales
76724,Pritchardia,Arecaceae,Arecales
76725,Lophatherum,Poaceae,Poales
76726,Carex,Cyperaceae,Poales
76727,Syzygium,Myrtaceae,Myrtales
76728,Lindera,Lauraceae,Laurales
76729,Cordylanthus,Orobanchaceae,Lamiales
76730,Cryptospora,Brassicaceae,Brassicales
76731,Bignonia,Bignoniaceae,Lamiales
76732,Bossiaea,Fabaceae,Fabales
76733,Begonia,Begoniaceae,Cucurbitales
76734,Pterostylis,Orchidaceae,Asparagales
76735,Epilobium,Onagraceae,Myrtales
76736,Anthurium,Araceae,Alismatales
76737,Syncarpha,Asteraceae,Asterales
76738,Lithocarpus,Fagaceae,Fagales
76739,Baccharis,Asteraceae,Asterales
76740,Sida,Malvaceae,Malvales
76741,Blepharis,Acanthaceae,Lamiales
76742,Phragmanthera,Loranthaceae,Santalales
76743,Hiptage,Malpighiaceae,Malpighiales
76744,Drosera,Droseraceae,Caryophyllales
76745,Dichorisandra,Commelinaceae,Commelinales
76746,Campylospermum,Ochnaceae,Malpighiales
76747,Erigeron,Asteraceae,Asterales
76748,Schultesia,Gentianaceae,Gentianales
76749,Brachythecium,Brachytheciaceae,Hypnales
76750,Byrsonima,Malpighiaceae,Malpighiales
76751,Lessingianthus,Asteraceae,Asterales
76752,Leucopogon,Ericaceae,Ericales
76753,Amorphophallus,Araceae,Alismatales
76754,Packera,Asteraceae,Asterales
76755,Oryza,Poaceae,Poales
76756,Polygala,Polygalaceae,Fabales
76757,Lilium,Liliaceae,Liliales
76758,Gastrodia,Orchidaceae,Asparagales
76759,Lycoseris,Asteraceae,Asterales
76760,Begonia,Begoniaceae,Cucurbitales
76761,Ophiopogon,Asparagaceae,Asparagales
76762,Aegilops,Poaceae,Poales
76763,Elymus,Poaceae,Poales
76764,Enemion,Ranunculaceae,Ranunculales
76765,Paepalanthus,Eriocaulaceae,Poales
76766,Wedelia,Asteraceae,Asterales
76767,Astrocaryum,Arecaceae,Arecales
76768,Stephania,Menispermaceae,Ranunculales
76769,Hulsea,Asteraceae,Asterales
76770,Isodon,Lamiaceae,Lamiales
76771,Acacia,Fabaceae,Fabales
76772,Begonia,Begoniaceae,Cucurbitales
76773,Pomaderris,Rhamnaceae,Rosales
76774,Aster,Asteraceae,Asterales
76775,Boscia,Capparaceae,Brassicales
76776,Phyllanthus,Phyllanthaceae,Malpighiales
76777,Syngonanthus,Eriocaulaceae,Poales
76778,Bambusa,Poaceae,Poales
76779,Viburnum,Viburnaceae,Dipsacales
76780,Erica,Ericaceae,Ericales
76781,Ericameria,Asteraceae,Asterales
76782,Calamagrostis,Poaceae,Poales
76783,Ainsliaea,Asteraceae,Asterales
76784,Iris,Iridaceae,Asparagales
76785,Polygala,Polygalaceae,Fabales
76786,Digitaria,Poaceae,Poales
76787,Conostomium,Rubiaceae,Gentianales
76788,Peucedanum,Apiaceae,Apiales
76789,Polygala,Polygalaceae,Fabales
76790,Macrolobium,Fabaceae,Fabales
76791,Triplaris,Polygonaceae,Caryophyllales
76792,Selaginella,Selaginellaceae,Selaginellales
76793,Asparagus,Asparagaceae,Asparagales
76794,Myrsine,Primulaceae,Ericales
76795,Cryptogramma,Pteridaceae,Polypodiales
76796,Scutellaria,Lamiaceae,Lamiales
76797,Pitcairnia,Bromeliaceae,Poales
76798,Oxytropis,Fabaceae,Fabales
76799,Mackinlaya,Apiaceae,Apiales
76800,Eragrostis,Poaceae,Poales
76801,Aniseia,Convolvulaceae,Solanales
76802,Cyathea,Cyatheaceae,Cyatheales
76803,Bulbostylis,Cyperaceae,Poales
76804,Miconia,Melastomataceae,Myrtales
76805,Croton,Euphorbiaceae,Malpighiales
76806,Carex,Cyperaceae,Poales
76807,Lycianthes,Solanaceae,Solanales
76808,Erythrina,Fabaceae,Fabales
76809,Aspidopterys,Malpighiaceae,Malpighiales
76810,Primula,Primulaceae,Ericales
76811,Clutia,Peraceae,Malpighiales
76812,Decagonocarpus,Rutaceae,Sapindales
76813,Baccharis,Asteraceae,Asterales
76814,Schizanthus,Solanaceae,Solanales
76815,Acmadenia,Rutaceae,Sapindales
76816,Gasteria,Asphodelaceae,Asparagales
76817,Diospyros,Ebenaceae,Ericales
76818,Aphloia,Aphloiaceae,Crossosomatales
76819,Melaleuca,Myrtaceae,Myrtales
76820,Crotalaria,Fabaceae,Fabales
76821,Isoetes,Isoetaceae,Isoetales
76822,Epidendrum,Orchidaceae,Asparagales
76823,Zaluzianskya,Scrophulariaceae,Lamiales
76824,Dorstenia,Moraceae,Rosales
76825,Leucopogon,Ericaceae,Ericales
76826,Bersama,Francoaceae,Geraniales
76827,Styrax,Styracaceae,Ericales
76828,Pyrostria,Rubiaceae,Gentianales
76829,Corydalis,Papaveraceae,Ranunculales
76830,Epithema,Gesneriaceae,Lamiales
76831,Peganum,Nitrariaceae,Sapindales
76832,Capeochloa,Poaceae,Poales
76833,Carex,Cyperaceae,Poales
